المحصول,المحافظة,نوع_التربة,طريقة_الري,جودة_البذور,نوع_السماد,كمية_السماد_بالكغم,الحرارة,الرطوبة,الإنتاج_بالدونم
رز,ديالى,رملية,تنقيط,محسنة,يوريا (N),93.0,25.9,55.6,1073.0
حنطة,النجف,طينية,تنقيط,عادية,مركب (NPK),103.0,34.1,64.5,1435.0
شعير,الأنبار,طينية,سيحي/غمر,عادية,عضوي,54.0,28.5,25.1,1051.0
رز,بغداد,مختلطة,سيحي/غمر,محسنة,عضوي,57.0,40.4,61.5,932.0
حنطة,كربلاء,طينية,رش محوري,عادية,داب (DAP),79.0,21.8,43.1,1415.0
رز,ديالى,مختلطة,تنقيط,عادية,عضوي,76.0,15.8,43.6,1101.0
رز,واسط,طينية,سيحي/غمر,محسنة,مركب (NPK),39.0,25.2,51.0,1062.0
حنطة,بغداد,رملية,سيحي/غمر,عادية,داب (DAP),67.0,21.5,79.3,927.0
فواكه,الموصل,رملية,تنقيط,محسنة,مركب (NPK),64.0,26.5,22.3,1526.0
ذرة,ميسان,رملية,رش محوري,محسنة,يوريا (N),34.0,29.6,27.8,1214.0
ذرة,واسط,مختلطة,رش محوري,عادية,داب (DAP),92.0,44.5,37.3,1368.0
خضراوات,النجف,طينية,سيحي/غمر,محسنة,يوريا (N),32.0,31.3,65.7,2816.0
شعير,ميسان,طينية,تنقيط,عادية,يوريا (N),104.0,25.3,36.2,1717.0
حنطة,البصرة,مختلطة,سيحي/غمر,محسنة,يوريا (N),117.0,29.7,44.1,1850.0
تمور,الأنبار,طينية,رش محوري,محسنة,يوريا (N),104.0,19.4,71.2,2411.0
شعير,واسط,مختلطة,رش محوري,محسنة,مركب (NPK),31.0,16.1,64.8,593.0
خضراوات,الأنبار,طينية,رش محوري,عادية,عضوي,89.0,19.5,47.8,3968.0
رز,النجف,مختلطة,رش محوري,عادية,داب (DAP),94.0,21.1,65.7,1313.0
ذرة,ديالى,رملية,سيحي/غمر,محسنة,يوريا (N),97.0,28.7,46.6,1306.0
فواكه,كربلاء,مختلطة,تنقيط,محسنة,عضوي,64.0,28.2,70.8,2698.0
ذرة,النجف,مختلطة,سيحي/غمر,محسنة,مركب (NPK),80.0,42.8,21.1,999.0
تمور,البصرة,رملية,رش محوري,عادية,داب (DAP),40.0,25.8,68.3,1324.0
تمور,ديالى,مختلطة,تنقيط,محسنة,داب (DAP),27.0,44.8,25.4,601.0
حنطة,بابل,طينية,سيحي/غمر,محسنة,يوريا (N),32.0,37.6,66.1,1128.0
ذرة,بابل,رملية,تنقيط,عادية,مركب (NPK),28.0,36.7,36.8,985.0
ذرة,البصرة,رملية,سيحي/غمر,محسنة,عضوي,53.0,15.2,26.1,802.0
رز,بغداد,رملية,رش محوري,عادية,عضوي,79.0,19.4,62.6,1413.0
رز,الموصل,مختلطة,تنقيط,عادية,عضوي,74.0,42.2,39.3,1004.0
تمور,ديالى,طينية,سيحي/غمر,محسنة,مركب (NPK),72.0,27.5,65.6,1356.0
شعير,ميسان,رملية,رش محوري,عادية,داب (DAP),47.0,22.0,38.2,1168.0
فواكه,بابل,مختلطة,تنقيط,عادية,داب (DAP),31.0,29.9,37.1,1541.0
خضراوات,ديالى,طينية,تنقيط,محسنة,مركب (NPK),112.0,16.4,36.6,2526.0
حنطة,الموصل,رملية,سيحي/غمر,عادية,يوريا (N),83.0,24.5,26.1,803.0
خضراوات,الموصل,رملية,تنقيط,محسنة,يوريا (N),102.0,42.3,42.6,3775.0
رز,ميسان,رملية,سيحي/غمر,محسنة,عضوي,110.0,40.3,60.6,682.0
حنطة,واسط,مختلطة,سيحي/غمر,عادية,مركب (NPK),44.0,23.9,26.3,1247.0
حنطة,ميسان,طينية,رش محوري,عادية,مركب (NPK),47.0,41.0,48.6,811.0
خضراوات,البصرة,طينية,تنقيط,محسنة,يوريا (N),101.0,31.6,44.9,3722.0
ذرة,النجف,رملية,رش محوري,محسنة,عضوي,106.0,33.2,37.7,1153.0
ذرة,الموصل,رملية,سيحي/غمر,عادية,عضوي,73.0,21.0,73.4,731.0
حنطة,ديالى,رملية,رش محوري,عادية,يوريا (N),63.0,18.0,61.3,944.0
تمور,الموصل,طينية,رش محوري,عادية,مركب (NPK),44.0,37.1,39.8,2266.0
خضراوات,ديالى,رملية,رش محوري,عادية,يوريا (N),103.0,28.6,36.0,2335.0
فواكه,النجف,رملية,تنقيط,محسنة,داب (DAP),53.0,20.5,46.1,2305.0
شعير,كربلاء,مختلطة,سيحي/غمر,عادية,عضوي,35.0,32.0,59.8,1082.0
حنطة,البصرة,مختلطة,سيحي/غمر,محسنة,يوريا (N),91.0,21.2,29.1,1564.0
شعير,الموصل,طينية,تنقيط,عادية,مركب (NPK),63.0,16.7,77.5,1080.0
شعير,بابل,مختلطة,تنقيط,عادية,عضوي,41.0,26.0,33.5,869.0
حنطة,ميسان,رملية,تنقيط,محسنة,مركب (NPK),30.0,44.4,51.6,869.0
حنطة,بغداد,مختلطة,رش محوري,عادية,داب (DAP),79.0,31.2,23.6,1398.0
فواكه,الموصل,طينية,تنقيط,عادية,داب (DAP),52.0,43.7,51.8,1587.0
تمور,واسط,طينية,رش محوري,عادية,داب (DAP),105.0,37.8,52.8,1635.0
تمور,البصرة,رملية,سيحي/غمر,عادية,عضوي,52.0,19.1,79.7,1383.0
حنطة,النجف,مختلطة,تنقيط,عادية,داب (DAP),95.0,22.8,46.2,1445.0
شعير,النجف,رملية,رش محوري,عادية,عضوي,48.0,42.2,76.6,1182.0
شعير,الموصل,مختلطة,سيحي/غمر,عادية,عضوي,113.0,36.5,34.8,1483.0
شعير,بابل,رملية,سيحي/غمر,عادية,عضوي,28.0,40.1,67.1,429.0
شعير,واسط,رملية,تنقيط,عادية,عضوي,110.0,22.6,34.7,1459.0
خضراوات,ميسان,طينية,رش محوري,عادية,مركب (NPK),46.0,43.6,49.7,2012.0
خضراوات,البصرة,طينية,رش محوري,محسنة,مركب (NPK),110.0,23.3,57.3,3916.0
ذرة,واسط,رملية,سيحي/غمر,عادية,يوريا (N),77.0,41.3,78.5,524.0
حنطة,ديالى,طينية,رش محوري,محسنة,يوريا (N),41.0,41.0,36.9,1340.0
ذرة,الأنبار,طينية,تنقيط,عادية,داب (DAP),38.0,19.3,45.8,1301.0
فواكه,واسط,رملية,تنقيط,عادية,عضوي,34.0,31.3,32.3,2024.0
تمور,كربلاء,رملية,سيحي/غمر,محسنة,عضوي,34.0,41.4,47.6,705.0
شعير,بابل,طينية,رش محوري,عادية,مركب (NPK),53.0,41.3,52.3,786.0
رز,واسط,رملية,سيحي/غمر,عادية,يوريا (N),76.0,32.7,23.7,832.0
رز,الأنبار,مختلطة,رش محوري,محسنة,يوريا (N),103.0,21.9,20.1,1786.0
ذرة,النجف,مختلطة,تنقيط,محسنة,يوريا (N),32.0,27.7,38.2,1071.0
تمور,البصرة,طينية,رش محوري,عادية,مركب (NPK),66.0,39.2,79.1,1493.0
حنطة,واسط,مختلطة,تنقيط,محسنة,داب (DAP),93.0,15.6,36.1,1219.0
تمور,ميسان,طينية,سيحي/غمر,عادية,عضوي,71.0,34.0,27.8,1832.0
ذرة,ديالى,طينية,سيحي/غمر,محسنة,عضوي,85.0,35.9,62.9,1278.0
شعير,كربلاء,مختلطة,سيحي/غمر,عادية,يوريا (N),100.0,15.9,23.1,720.0
خضراوات,بابل,طينية,تنقيط,محسنة,مركب (NPK),68.0,36.8,53.7,3391.0
شعير,البصرة,مختلطة,رش محوري,محسنة,مركب (NPK),62.0,40.2,20.7,989.0
خضراوات,كربلاء,مختلطة,سيحي/غمر,محسنة,داب (DAP),116.0,44.0,23.1,2226.0
فواكه,النجف,رملية,تنقيط,محسنة,عضوي,99.0,19.0,71.9,2181.0
شعير,كربلاء,رملية,تنقيط,محسنة,يوريا (N),91.0,22.5,57.5,1472.0
ذرة,البصرة,رملية,سيحي/غمر,محسنة,عضوي,72.0,24.2,41.2,1014.0
خضراوات,ديالى,رملية,سيحي/غمر,عادية,عضوي,78.0,25.7,25.0,1682.0
تمور,الموصل,مختلطة,تنقيط,عادية,يوريا (N),32.0,38.5,64.0,784.0
فواكه,النجف,طينية,رش محوري,محسنة,داب (DAP),76.0,15.3,47.0,2544.0
فواكه,ميسان,رملية,سيحي/غمر,محسنة,داب (DAP),109.0,32.5,32.3,2090.0
شعير,البصرة,رملية,سيحي/غمر,محسنة,عضوي,21.0,23.6,59.4,1056.0
ذرة,كربلاء,طينية,تنقيط,عادية,عضوي,110.0,27.9,61.7,1080.0
تمور,الموصل,طينية,رش محوري,عادية,مركب (NPK),25.0,22.5,60.6,1623.0
ذرة,ديالى,مختلطة,رش محوري,محسنة,عضوي,84.0,18.5,46.9,1331.0
فواكه,البصرة,مختلطة,رش محوري,عادية,داب (DAP),49.0,35.4,44.5,1556.0
حنطة,بغداد,مختلطة,سيحي/غمر,عادية,عضوي,92.0,40.2,31.3,1322.0
شعير,بغداد,رملية,تنقيط,عادية,داب (DAP),54.0,41.7,25.1,1244.0
فواكه,بابل,مختلطة,سيحي/غمر,محسنة,داب (DAP),38.0,32.7,56.8,2237.0
فواكه,بابل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),115.0,42.3,21.8,1698.0
ذرة,الموصل,طينية,رش محوري,محسنة,داب (DAP),77.0,32.9,55.7,1025.0
تمور,الموصل,مختلطة,تنقيط,عادية,مركب (NPK),82.0,31.3,32.0,2413.0
ذرة,الأنبار,رملية,تنقيط,عادية,داب (DAP),100.0,42.6,55.1,1066.0
تمور,بغداد,طينية,سيحي/غمر,عادية,عضوي,78.0,28.6,57.8,1585.0
خضراوات,ميسان,رملية,تنقيط,محسنة,مركب (NPK),111.0,27.6,50.0,3913.0
تمور,بابل,مختلطة,سيحي/غمر,محسنة,داب (DAP),107.0,42.8,26.3,1831.0
حنطة,الموصل,طينية,رش محوري,عادية,يوريا (N),48.0,17.1,31.1,1225.0
ذرة,بابل,مختلطة,سيحي/غمر,محسنة,عضوي,31.0,22.5,50.9,970.0
خضراوات,ميسان,طينية,سيحي/غمر,محسنة,داب (DAP),51.0,39.3,67.2,1886.0
رز,ميسان,طينية,سيحي/غمر,محسنة,يوريا (N),28.0,17.3,69.7,792.0
شعير,واسط,مختلطة,سيحي/غمر,عادية,مركب (NPK),99.0,37.5,46.4,1315.0
رز,واسط,طينية,رش محوري,عادية,مركب (NPK),42.0,27.9,64.4,1687.0
تمور,الموصل,رملية,رش محوري,محسنة,داب (DAP),100.0,27.4,63.9,2276.0
خضراوات,البصرة,رملية,سيحي/غمر,عادية,عضوي,30.0,22.4,23.5,1296.0
ذرة,الأنبار,طينية,سيحي/غمر,محسنة,يوريا (N),81.0,41.1,60.7,1143.0
شعير,الموصل,مختلطة,سيحي/غمر,عادية,يوريا (N),53.0,15.7,76.7,900.0
شعير,كربلاء,طينية,تنقيط,محسنة,يوريا (N),45.0,41.9,32.3,909.0
تمور,بغداد,طينية,تنقيط,محسنة,مركب (NPK),22.0,31.8,57.7,1693.0
تمور,ديالى,طينية,سيحي/غمر,محسنة,يوريا (N),105.0,40.3,49.1,1642.0
ذرة,البصرة,رملية,سيحي/غمر,محسنة,مركب (NPK),22.0,15.4,44.6,452.0
تمور,الموصل,رملية,تنقيط,محسنة,عضوي,55.0,40.4,52.7,2206.0
رز,النجف,طينية,تنقيط,عادية,يوريا (N),86.0,21.6,41.0,1410.0
ذرة,بابل,مختلطة,رش محوري,محسنة,مركب (NPK),115.0,15.3,33.1,1196.0
فواكه,الموصل,مختلطة,سيحي/غمر,عادية,عضوي,92.0,32.5,66.9,3344.0
خضراوات,ميسان,طينية,تنقيط,محسنة,مركب (NPK),83.0,36.4,43.2,3149.0
فواكه,النجف,رملية,سيحي/غمر,عادية,مركب (NPK),114.0,32.9,59.2,2996.0
تمور,النجف,رملية,رش محوري,محسنة,يوريا (N),30.0,23.1,32.1,1296.0
تمور,الموصل,رملية,رش محوري,عادية,مركب (NPK),98.0,31.7,55.1,1562.0
شعير,كربلاء,رملية,سيحي/غمر,عادية,داب (DAP),57.0,31.0,58.2,1125.0
شعير,واسط,رملية,سيحي/غمر,محسنة,عضوي,26.0,22.9,59.7,1012.0
رز,كربلاء,رملية,رش محوري,محسنة,عضوي,95.0,19.5,33.0,1569.0
ذرة,واسط,مختلطة,سيحي/غمر,عادية,عضوي,65.0,35.0,39.4,1539.0
رز,الأنبار,طينية,تنقيط,عادية,يوريا (N),37.0,40.3,34.9,972.0
خضراوات,بابل,مختلطة,سيحي/غمر,محسنة,مركب (NPK),115.0,35.2,20.3,2589.0
ذرة,بغداد,مختلطة,تنقيط,محسنة,مركب (NPK),73.0,32.0,38.8,1190.0
رز,النجف,رملية,رش محوري,محسنة,عضوي,119.0,16.2,70.2,1402.0
فواكه,واسط,طينية,رش محوري,محسنة,يوريا (N),87.0,44.7,65.4,2110.0
خضراوات,ديالى,مختلطة,تنقيط,عادية,مركب (NPK),117.0,25.3,51.7,2431.0
خضراوات,الموصل,رملية,سيحي/غمر,عادية,عضوي,57.0,32.8,23.2,1870.0
تمور,كربلاء,رملية,تنقيط,محسنة,يوريا (N),63.0,30.0,61.5,1952.0
تمور,ميسان,مختلطة,سيحي/غمر,عادية,مركب (NPK),23.0,27.4,32.2,1083.0
فواكه,بغداد,رملية,رش محوري,عادية,عضوي,69.0,38.4,56.6,2785.0
خضراوات,النجف,رملية,رش محوري,محسنة,عضوي,75.0,43.6,72.9,2277.0
خضراوات,الموصل,رملية,رش محوري,محسنة,عضوي,59.0,32.8,62.2,1545.0
خضراوات,بغداد,مختلطة,رش محوري,عادية,مركب (NPK),26.0,30.0,78.6,2096.0
رز,كربلاء,طينية,تنقيط,محسنة,عضوي,56.0,41.9,57.4,1587.0
تمور,واسط,رملية,تنقيط,محسنة,مركب (NPK),31.0,39.5,71.2,1220.0
شعير,الموصل,مختلطة,رش محوري,عادية,مركب (NPK),39.0,16.7,76.5,463.0
ذرة,بابل,طينية,رش محوري,محسنة,عضوي,91.0,28.2,36.7,1508.0
فواكه,الأنبار,رملية,رش محوري,محسنة,عضوي,68.0,25.6,38.1,3545.0
رز,بابل,رملية,رش محوري,محسنة,عضوي,106.0,18.0,69.8,1807.0
تمور,واسط,رملية,رش محوري,عادية,مركب (NPK),63.0,23.2,49.3,1296.0
حنطة,ميسان,مختلطة,رش محوري,محسنة,عضوي,117.0,28.8,63.5,1304.0
حنطة,الأنبار,مختلطة,رش محوري,محسنة,مركب (NPK),82.0,18.8,53.8,1671.0
ذرة,ميسان,طينية,رش محوري,محسنة,عضوي,92.0,29.8,49.0,1550.0
شعير,البصرة,مختلطة,تنقيط,عادية,مركب (NPK),108.0,30.4,74.2,1589.0
ذرة,النجف,طينية,سيحي/غمر,عادية,داب (DAP),33.0,34.3,33.8,983.0
رز,النجف,رملية,سيحي/غمر,عادية,مركب (NPK),47.0,29.7,44.4,1311.0
رز,النجف,رملية,سيحي/غمر,عادية,داب (DAP),51.0,38.9,42.0,544.0
تمور,واسط,طينية,تنقيط,محسنة,مركب (NPK),104.0,41.2,35.0,1318.0
شعير,ميسان,طينية,سيحي/غمر,محسنة,داب (DAP),55.0,28.7,41.1,992.0
ذرة,الموصل,طينية,تنقيط,عادية,عضوي,27.0,42.7,67.1,601.0
فواكه,ديالى,مختلطة,رش محوري,عادية,داب (DAP),36.0,36.1,76.1,1758.0
فواكه,الموصل,مختلطة,سيحي/غمر,عادية,يوريا (N),74.0,34.4,33.6,2822.0
رز,واسط,رملية,سيحي/غمر,محسنة,عضوي,28.0,40.2,29.6,365.0
رز,ديالى,طينية,سيحي/غمر,عادية,يوريا (N),76.0,20.7,75.3,1559.0
تمور,ميسان,مختلطة,تنقيط,محسنة,مركب (NPK),114.0,38.2,34.2,2002.0
تمور,كربلاء,رملية,رش محوري,عادية,يوريا (N),83.0,27.9,25.3,1619.0
حنطة,الأنبار,طينية,تنقيط,عادية,مركب (NPK),102.0,34.1,55.8,1474.0
تمور,الموصل,مختلطة,سيحي/غمر,محسنة,عضوي,87.0,25.5,74.8,1708.0
حنطة,ميسان,طينية,تنقيط,عادية,داب (DAP),102.0,24.4,40.4,1183.0
شعير,بغداد,رملية,سيحي/غمر,محسنة,عضوي,91.0,43.2,47.2,700.0
خضراوات,الأنبار,مختلطة,تنقيط,عادية,يوريا (N),44.0,42.4,31.4,1308.0
شعير,ديالى,رملية,تنقيط,محسنة,عضوي,24.0,18.4,76.5,1137.0
فواكه,ديالى,رملية,تنقيط,عادية,مركب (NPK),114.0,25.7,65.4,2306.0
تمور,بغداد,طينية,رش محوري,عادية,مركب (NPK),40.0,27.9,69.9,1277.0
خضراوات,بغداد,رملية,سيحي/غمر,محسنة,داب (DAP),71.0,37.0,57.9,1956.0
حنطة,النجف,مختلطة,تنقيط,محسنة,عضوي,110.0,42.9,69.3,1049.0
شعير,البصرة,رملية,سيحي/غمر,عادية,يوريا (N),91.0,39.8,68.1,531.0
فواكه,كربلاء,مختلطة,سيحي/غمر,عادية,يوريا (N),88.0,17.0,55.7,2564.0
شعير,كربلاء,طينية,تنقيط,عادية,مركب (NPK),83.0,43.1,69.1,1204.0
فواكه,ميسان,مختلطة,رش محوري,محسنة,مركب (NPK),71.0,15.8,51.4,1700.0
حنطة,بغداد,طينية,تنقيط,عادية,داب (DAP),61.0,39.7,69.2,1045.0
تمور,الأنبار,مختلطة,سيحي/غمر,محسنة,داب (DAP),109.0,19.7,70.1,1893.0
تمور,البصرة,رملية,تنقيط,عادية,يوريا (N),34.0,39.7,43.1,1122.0
خضراوات,البصرة,رملية,سيحي/غمر,عادية,داب (DAP),68.0,27.6,56.1,2435.0
تمور,النجف,مختلطة,رش محوري,عادية,عضوي,36.0,42.8,70.7,777.0
رز,البصرة,مختلطة,تنقيط,عادية,مركب (NPK),100.0,34.4,33.9,1893.0
فواكه,الأنبار,طينية,سيحي/غمر,محسنة,مركب (NPK),69.0,18.2,41.3,2408.0
رز,واسط,مختلطة,رش محوري,عادية,عضوي,78.0,15.9,74.4,687.0
رز,الموصل,مختلطة,رش محوري,عادية,عضوي,34.0,36.9,77.5,887.0
خضراوات,الأنبار,مختلطة,تنقيط,عادية,يوريا (N),76.0,23.6,25.5,2031.0
فواكه,واسط,مختلطة,رش محوري,محسنة,داب (DAP),64.0,34.7,20.5,2887.0
فواكه,بابل,مختلطة,رش محوري,عادية,داب (DAP),37.0,22.5,52.8,1881.0
ذرة,النجف,مختلطة,تنقيط,عادية,مركب (NPK),62.0,44.4,77.9,788.0
تمور,واسط,رملية,تنقيط,عادية,يوريا (N),103.0,26.5,57.2,2174.0
خضراوات,ديالى,مختلطة,رش محوري,محسنة,داب (DAP),92.0,20.4,57.4,2150.0
تمور,كربلاء,طينية,رش محوري,محسنة,عضوي,44.0,38.9,63.5,1421.0
حنطة,ديالى,رملية,تنقيط,عادية,عضوي,117.0,17.3,34.1,1580.0
رز,كربلاء,طينية,رش محوري,عادية,داب (DAP),95.0,16.1,75.6,1021.0
شعير,البصرة,مختلطة,سيحي/غمر,محسنة,داب (DAP),35.0,15.3,67.2,644.0
رز,بابل,رملية,رش محوري,عادية,مركب (NPK),46.0,36.3,36.3,1670.0
خضراوات,الأنبار,طينية,رش محوري,محسنة,يوريا (N),82.0,21.7,33.6,4425.0
خضراوات,بابل,رملية,سيحي/غمر,محسنة,عضوي,49.0,23.4,39.9,2579.0
